UID,State,Office Level,Electoral District,Office Name,Candidate Name,Candidate Party,Completed?,Incumbent,Phone,Mailing Address,Website,Email,Facebook URL,Twitter Name,Google Plus URL,Wiki Word,Youtube
SC00024,SC,State Legislature - Upper,SC State Senate District 10,State Senator - District 10,"Jennings G. McAbee, Sr.",Republican,TRUE,,,,http://www.jenningsmcabee.com/,,,,,,
SC00025,SC,State Legislature - Upper,SC State Senate District 10,State Senator - District 10,Floyd Nicholson,Democratic,TRUE,,,,,,,,,,
SC00026,SC,State Legislature - Upper,SC State Senate District 11,State Senator - District 11,Glenn Reese,Democratic,TRUE,,,,http://www.glennreese.com/,,,,,,
SC00027,SC,State Legislature - Upper,SC State Senate District 12,State Senator - District 12,Lee Bright,Republican,TRUE,,,,http://brightforsenate.com/,,http://www.facebook.com/senatorleebright,leebright,,,
SC00028,SC,State Legislature - Upper,SC State Senate District 12,State Senator - District 12,Henri Thompson,Democratic,TRUE,,,,http://www.henrithompson.com/,,http://www.facebook.com/HenriThompsonSC,henrithompsonsc,,,
SC00029,SC,State Legislature - Upper,SC State Senate District 13,State Senator - District 13,Shane Martin,Republican,TRUE,,,,http://www.senatormartin.com/,,,,,,
SC00030,SC,State Legislature - Upper,SC State Senate District 14,State Senator - District 14,Harvey Peeler,Republican,TRUE,,,,http://www.harveypeeler.com/,,http://www.facebook.com/harveypeeler,harveypeeler,,,
SC00031,SC,State Legislature - Upper,SC State Senate District 15,State Senator - District 15,Wes Hayes,Republican,TRUE,,,,http://www.weshayes.com/,,http://www.facebook.com/SenWesHayes,senhayes,,,
SC00032,SC,State Legislature - Upper,SC State Senate District 16,State Senator - District 16,Greg Gregory,Republican,TRUE,,,,http://www.gregoryforsenate.com/,,http://www.facebook.com/gregoryforsenate,gregoryscsenate,,,
SC00033,SC,State Legislature - Upper,SC State Senate District 17,State Senator - District 17,Creighton B Coleman,Democratic,TRUE,,,,,,,,,,
SC00034,SC,State Legislature - Upper,SC State Senate District 17,State Senator - District 17,Bob Carrison,Republican,TRUE,,,,https://rally.org/carrison4senate,,http://www.facebook.com/pages/Carrison-for-Senate/383522311679817,,,,
SC00035,SC,State Legislature - Upper,SC State Senate District 18,State Senator - District 18,Ronnie Cromer,Republican,TRUE,,,,http://www.ronniecromer.com/2012/03/19/district-18-senator-ronnie-cromer-files-for-re-election/,,http://www.facebook.com/senatorronniecromer,ronniecromer,,,
SC00036,SC,State Legislature - Upper,SC State Senate District 19,State Senator - District 19,"John L. Scott, Jr.",Democratic,TRUE,,,,http://johnscott-senate.com/profile.htm,,,,,,
SC00037,SC,State Legislature - Upper,SC State Senate District 20,State Senator - District 20,Robert Rikard,Democratic,TRUE,,,,http://www.rikard4senate.com/,,http://www.facebook.com/RobertRikardForScStateSenate,"Rikard4Senate
",,,
SC00038,SC,State Legislature - Upper,SC State Senate District 20,State Senator - District 20,John Courson,Republican,TRUE,,,,https://rally.org/coursonforsenate,,,,,,
SC00039,SC,State Legislature - Upper,SC State Senate District 21,State Senator - District 21,Darrell Jackson,Democratic,TRUE,,,,,,http://www.facebook.com/pages/Darrell-Jackson/70809540001,,,,
SC00040,SC,State Legislature - Upper,SC State Senate District 22,State Senator - District 22,Joel Lourie,Democratic,TRUE,,,,http://www.joellourie.com/,,http://www.facebook.com/JoelLourie,,,,
SC00041,SC,State Legislature - Upper,SC State Senate District 23,State Senator - District 23,Jake Knotts,Republican,TRUE,,,,,,,,,,
SC00043,SC,State Legislature - Upper,SC State Senate District 25,State Senator - District 25,Shane Massey,Republican,TRUE,,,,http://senatormassey.com/,,http://www.facebook.com/shanemassey.sc,shanemassey,,,
SC00044,SC,State Legislature - Upper,SC State Senate District 26,State Senator - District 26,Deedee Vaughters,Republican,TRUE,,,,http://www.deedeeforsenate.com/,,http://www.facebook.com/DeedeeForSenate?ref=ts&fref=ts,DeedeeForSenate,,,
SC00045,SC,State Legislature - Upper,SC State Senate District 26,State Senator - District 26,Nikki Setzler,Democratic,TRUE,,,,http://www.setzlerforscsenate.com/,,https://www.facebook.com/SetzlerforSenate,,,,
SC00046,SC,State Legislature - Upper,SC State Senate District 27,State Senator - District 27,Vincent Sheheen,Democratic,TRUE,,,,http://vincentsheheen.com/,,http://www.facebook.com/SheheenForGovernor,,,,
SC00047,SC,State Legislature - Upper,SC State Senate District 28,State Senator - District 28,Butch Johnson,Democratic,TRUE,,,,http://www.electbutchjohnson.com/,,http://www.facebook.com/pages/VOTE-Butch-Johnson/163577630332835,,,,
SC00049,SC,State Legislature - Upper,SC State Senate District 29,State Senator - District 29,Gerald Malloy,Democratic,TRUE,,,,,,,,,,
SC00050,SC,State Legislature - Upper,SC State Senate District 30,State Senator - District 30,Kent Williams,Democratic,TRUE,,,,,,http://www.facebook.com/kent.m.williams.3,,,,
SC00051,SC,State Legislature - Upper,SC State Senate District 31,State Senator - District 31,Hugh Leatherman,Republican,TRUE,,,,http://www.senatorleatherman.com/,,http://www.facebook.com/pages/Hugh-K-Leatherman/161451697183?ref=sgm,HughKLeatherman,,,
SC00052,SC,State Legislature - Upper,SC State Senate District 32,State Senator - District 32,John Yancey McGill,Democratic,TRUE,,,,,,,,,,
SC00053,SC,State Legislature - Upper,SC State Senate District 33,State Senator - District 33,Luke A. Rankin,Republican,TRUE,,,,http://lukerankin.org/,,,,,,
SC00054,SC,State Legislature - Upper,SC State Senate District 34,State Senator - District 34,Raymond Cleary,Republican,TRUE,,,,,,,,,,
SC00055,SC,State Legislature - Upper,SC State Senate District 35,State Senator - District 35,Thomas McElveen,Democratic,TRUE,,,,http://www.thomasmcelveen.com/,,http://www.facebook.com/thomasmcelveenforscsenate,TMcElveenForSC,,,
SC00056,SC,State Legislature - Upper,SC State Senate District 35,State Senator - District 35,Tony Barwick,Republican,TRUE,,,,http://barwickforscsenate.com/,,http://www.facebook.com/BarwickforSC,BarwickforSC,,,
SC00058,SC,State Legislature - Upper,SC State Senate District 36,State Senator - District 36,Leon Winn,Republican,TRUE,,,,,,https://www.facebook.com/WinnforSenate36?filter=3,LeonWinn,,,
SC00059,SC,State Legislature - Upper,SC State Senate District 37,State Senator - District 37,Larry Grooms,Republican,TRUE,,,,http://larrygrooms.com/,,http://www.facebook.com/LarryGroomsSC,larrygrooms,,,
SC00060,SC,State Legislature - Upper,SC State Senate District 38,State Senator - District 38,Sean Bennett,Republican,TRUE,,,,http://www.bennettscsenate.com/,,http://www.facebook.com/bennettscsenate,,,,
SC00061,SC,State Legislature - Upper,SC State Senate District 39,State Senator - District 39,John Matthews,Democratic,TRUE,,,,,,,,,,
SC00062,SC,State Legislature - Upper,SC State Senate District 40,State Senator - District 40,Brad Hutto,Democratic,TRUE,,,,,,,,,,
SC00063,SC,State Legislature - Upper,SC State Senate District 41,State Senator - District 41,Paul Tinkler,Democratic,TRUE,,,,http://www.tinklerforsenate.com/,,http://www.facebook.com/TinklerforSenate,Tinkler4Senate,,,
SC00064,SC,State Legislature - Upper,SC State Senate District 41,State Senator - District 41,Paul Thurmond,Republican,TRUE,,,,http://thurmondforsenate.com/,,http://www.facebook.com/thurmondforsenate,paulthurmond,,,
SC00065,SC,State Legislature - Upper,SC State Senate District 42,State Senator - District 42,Robert Ford,Democratic,TRUE,,,,,,,,,,
SC00066,SC,State Legislature - Upper,SC State Senate District 43,State Senator - District 43,Chip Campsen,Republican,TRUE,,,,http://campsen.org/,,,,,,
SC00067,SC,State Legislature - Upper,SC State Senate District 44,State Senator - District 44,Paul G Campbell Jr,Republican,TRUE,,,,http://www.senatorpaulcampbell.com/about/,,,,,,
SC00068,SC,State Legislature - Upper,SC State Senate District 45,State Senator - District 45,Clementa Pinckney,Democratic,TRUE,,,,,,http://www.facebook.com/pages/Clementa-C-Pinckney/362395343793313?fref=ts,,,,
SC00069,SC,State Legislature - Upper,SC State Senate District 45,State Senator - District 45,Leilani Bessinger,Republican,TRUE,,,,,,,,,,
SC00070,SC,State Legislature - Upper,SC State Senate District 46,State Senator - District 46,Tom Davis,Republican,TRUE,,,,http://senatortomdavis.com/,,https://www.facebook.com/senatortomdavis,senatortomdavis,,,
SC00071,SC,State Legislature - Lower,SC State House District 001,State Representative - District 001,John W. Hester,Democratic,TRUE,,,,https://sites.google.com/site/hesterinthehouse/,,https://www.facebook.com/HesterInTheHouse,,,,
SC00072,SC,State Legislature - Lower,SC State House District 001,State Representative - District 001,Bill Whitmire,Republican,TRUE,,,,,,,,,,
SC00073,SC,State Legislature - Lower,SC State House District 002,State Representative - District 002,Bill Sandifer,Republican,TRUE,,,,,,http://www.facebook.com/billsandifer,,,,
SC00074,SC,State Legislature - Lower,SC State House District 003,State Representative - District 003,Ed J. Harris,Petition,TRUE,,,,,,http://www.facebook.com/KevinLink2012,,,,
SC00075,SC,State Legislature - Lower,SC State House District 004,State Representative - District 004,Davey Davey Hiott,Republican,TRUE,,,,,,,,,,
SC00076,SC,State Legislature - Lower,SC State House District 005,State Representative - District 005,Phil Owens,Republican,TRUE,,,,,,,,,,
SC00077,SC,State Legislature - Lower,SC State House District 006,State Representative - District 006,Brian White,Republican,TRUE,,,,http://brianwhitesc.com/district-6-profile/,,http://www.facebook.com/brianwhitesc,,,,
SC00078,SC,State Legislature - Lower,SC State House District 007,State Representative - District 007,Michael W. Gambrell,Republican,TRUE,,,,,,,,,,
SC00079,SC,State Legislature - Lower,SC State House District 008,State Representative - District 008,Don Bowen,Republican,TRUE,,,,http://bowenforhouse.com/,,,,,,
SC00080,SC,State Legislature - Lower,SC State House District 009,State Representative - District 009,Anne Thayer,Republican,TRUE,,,,,,,,,,
SC00081,SC,State Legislature - Lower,SC State House District 010,State Representative - District 010,Joshua Putnam,Republican,TRUE,,,,,,http://www.facebook.com/pages/Joshua-Putnam-For-State-House/111234512239237,RepJoshuaPutnam,,,
SC00082,SC,State Legislature - Lower,SC State House District 011,State Representative - District 011,Lee Garrett,Democratic,TRUE,,,,,,,,,,
SC00083,SC,State Legislature - Lower,SC State House District 011,State Representative - District 011,Craig Gagnon,Republican,TRUE,,,,http://gagnonforhouse.com/,,,,,,
SC00084,SC,State Legislature - Lower,SC State House District 012,State Representative - District 012,Anne Parks,Democratic,TRUE,,,,,,,,,,
SC00085,SC,State Legislature - Lower,SC State House District 013,State Representative - District 013,Robert Shannon Riley,Republican,TRUE,,,,http://www.rileyforhouse.com/,,http://www.facebook.com/pages/Shannon-Riley-for-House-District-13/316593781710532,,,,
SC00086,SC,State Legislature - Lower,SC State House District 013,State Representative - District 013,Bob Merritt,Petition,TRUE,,,,,,,,,,
SC00087,SC,State Legislature - Lower,SC State House District 014,State Representative - District 014,Ed Taylor,Democratic,TRUE,,,,http://edtaylorforthehouse.com/Who%20is%20Ed%20Taylor.htm,,,,,,
SC00088,SC,State Legislature - Lower,SC State House District 014,State Representative - District 014,Mike Pitts,Republican,TRUE,,,,,,,,,,
SC00089,SC,State Legislature - Lower,SC State House District 016,State Representative - District 016,Mark N. Willis,Republican,TRUE,,,,,,,,,,
SC00090,SC,State Legislature - Lower,SC State House District 017,State Representative - District 017,Tom Corbin,Republican,TRUE,,,,,,,,,,
SC00091,SC,State Legislature - Lower,SC State House District 018,State Representative - District 018,Tommy Stringer,Republican,TRUE,,,,http://www.tommystringer.com/,,,,,,
SC00092,SC,State Legislature - Lower,SC State House District 019,State Representative - District 019,Dwight A. Loftis,Republican,TRUE,,,,,,,,,,
SC00093,SC,State Legislature - Lower,SC State House District 020,State Representative - District 020,Dan Hamilton,Republican,TRUE,,,,http://hamiltonforsc.com/,,http://www.facebook.com/dphamilton,,,,
SC00094,SC,State Legislature - Lower,SC State House District 021,State Representative - District 021,Phyllis Henderson,Republican,TRUE,,,,,,http://www.facebook.com/pages/Phyllis-Henderson-for-Statehouse/143155989062302,phyllish21,,,
SC00095,SC,State Legislature - Lower,SC State House District 022,State Representative - District 022,Wendy Nanney,Republican,TRUE,,,,http://420298270739463441.weebly.com/,,,RepWendyNanney,,,
SC00096,SC,State Legislature - Lower,SC State House District 023,State Representative - District 023,Chandra Dillard,Democratic,TRUE,,,,http://www.chandradillard.com/,,http://www.facebook.com/pages/Chandra-E-Dillard/323057853719,chandradillard,,,
SC00097,SC,State Legislature - Lower,SC State House District 024,State Representative - District 024,Bruce W. Bannister,Republican,TRUE,,,,,,,,,,
SC00098,SC,State Legislature - Lower,SC State House District 025,State Representative - District 025,Leola Robinson-Simpson,Democratic,TRUE,,,,,,,,,,
SC00099,SC,State Legislature - Lower,SC State House District 027,State Representative - District 027,Garry R. Smith,Republican,TRUE,,,,http://garrysmith.org/,,http://www.facebook.com/ShihanGRS?sk=wall,GarryRSmith,,,
SC00100,SC,State Legislature - Lower,SC State House District 028,State Representative - District 028,Eric Bedingfield,Republican,TRUE,,,,http://www.ericbedingfield.com/contact/,,http://www.facebook.com/ebedingfield,ebedingfield,,,
SC00101,SC,State Legislature - Lower,SC State House District 029,State Representative - District 029,Dennis C. Moss,Republican,TRUE,,,,,,,,,,
SC00102,SC,State Legislature - Lower,SC State House District 030,State Representative - District 030,Steve Moss,Republican,TRUE,,,,,,http://www.facebook.com/pages/Steve-Moss-SC-House-30/169132443137667,,,,
SC00103,SC,State Legislature - Lower,SC State House District 031,State Representative - District 031,Harold Mitchell Jr,Democratic,TRUE,,,,,,,,,,
SC00104,SC,State Legislature - Lower,SC State House District 032,State Representative - District 032,Derham Cole Jr,Republican,TRUE,,,,http://www.derhamcole.com/,,http://www.facebook.com/votederhamcole,DerhamCole,,,
SC00105,SC,State Legislature - Lower,SC State House District 033,State Representative - District 033,Eddie Tallon,Republican,TRUE,,,,http://eddietallon.com/,,http://www.facebook.com/eddie.tallon.3,,,,
SC00106,SC,State Legislature - Lower,SC State House District 034,State Representative - District 034,Mike Forrester,Republican,TRUE,,,,https://rally.org/mikeforrester,,http://www.facebook.com/VoteForrester,,,,
SC00107,SC,State Legislature - Lower,SC State House District 035,State Representative - District 035,Bill Chumley,Republican,TRUE,,,,http://chumleyforhouse.com/,,http://www.facebook.com/pages/Bill-Chumley/119026498130726,BillChumley,,,
SC00108,SC,State Legislature - Lower,SC State House District 036,State Representative - District 036,Rita Allison,Republican,TRUE,,,,http://imforrita.com/,,http://www.facebook.com/pages/Rita-Allison-SC-State-House-District-36/136535346398162,,,,
SC00109,SC,State Legislature - Lower,SC State House District 037,State Representative - District 037,Donna Wood,Republican,TRUE,,,,http://votedonnawood.com/,http://votedonnawood.com/,http://www.facebook.com/VoteDonnaWood,VoteDonnaWood,,,
SC00110,SC,State Legislature - Lower,SC State House District 038,State Representative - District 038,N Douglas Brannon,Republican,TRUE,,,,http://www.dougbrannon.com/,,http://www.facebook.com/pages/Doug-Brannon-Candidate-for-SC-House-Seat-38/309497426467,,,,
SC00111,SC,State Legislature - Lower,SC State House District 039,State Representative - District 039,Ralph Shealy Kennedy,Republican,TRUE,,,,,,http://www.facebook.com/pages/Ralph-Shealy-Kennedy-for-SC-House-District-39/124504644231238,,,,
SC00112,SC,State Legislature - Lower,SC State House District 040,State Representative - District 040,Walt McLeod,Democratic,TRUE,,,,,,,,,,
SC00113,SC,State Legislature - Lower,SC State House District 041,State Representative - District 041,MaryGail Douglas,Democratic,TRUE,,,,http://www.marygail-douglas-for-sc-house-of-representatives.com/,,,,,,
SC00114,SC,State Legislature - Lower,SC State House District 041,State Representative - District 041,William Gray,Republican,TRUE,,,,http://grayforhouse.com/,,http://www.facebook.com/pages/William-N-Gray-for-House-41/262342530502797,,,,
SC00115,SC,State Legislature - Lower,SC State House District 042,State Representative - District 042,Mike Anthony,Democratic,TRUE,,,,,,,,,,
SC00117,SC,State Legislature - Lower,SC State House District 043,State Representative - District 043,Greg Delleney,Republican,TRUE,,,,,,,,,,
SC00118,SC,State Legislature - Lower,SC State House District 044,State Representative - District 044,Mandy Powers Norrell,Democratic,TRUE,,,,http://www.norrellforhouse.com/,,http://www.facebook.com/MandyPowersNorrellForHouseDistrict44,MPowersNorrell,,,
SC00119,SC,State Legislature - Lower,SC State House District 044,State Representative - District 044,Ryan Payne,Republican,TRUE,,,,http://payneforschouse.com/,,http://www.facebook.com/RyanPayneSC,,,,
SC00120,SC,State Legislature - Lower,SC State House District 045,State Representative - District 045,Deborah Long,Republican,TRUE,,,,http://longforhouse.com/Welcome.html,,http://www.facebook.com/pages/Deborah-Long-SC-House-45/230455060303542,,,,
SC00121,SC,State Legislature - Lower,SC State House District 046,State Representative - District 046,Gary Simrill,Republican,TRUE,,,,http://garysimrill.com/,,http://www.facebook.com/gary.simrill,garysimrill,,,
SC00122,SC,State Legislature - Lower,SC State House District 047,State Representative - District 047,Tommy Pope,Republican,TRUE,,,,http://www.tommypope.com/,,http://www.facebook.com/popeforhouse,,,,
SC00123,SC,State Legislature - Lower,SC State House District 048,State Representative - District 048,Ralph W. Norman,Republican,TRUE,,,,http://www.electralphnorman.com/1.htm,,,RalphNorman,,,
SC00124,SC,State Legislature - Lower,SC State House District 049,State Representative - District 049,John R. King,Democratic,TRUE,,,,,,,,,,
SC00125,SC,State Legislature - Lower,SC State House District 050,State Representative - District 050,Grady Brown,Democratic,TRUE,,,,,,,,,,
SC00126,SC,State Legislature - Lower,SC State House District 051,State Representative - District 051,J. David Weeks,Democratic,TRUE,,,,,,,,,,
SC00127,SC,State Legislature - Lower,SC State House District 052,State Representative - District 052,Laurie Slade Funderburk,Democratic,TRUE,,,,http://www.lauriefunderburk.com/,,http://www.facebook.com/LaurieFunderburkSC,,,,
SC00128,SC,State Legislature - Lower,SC State House District 052,State Representative - District 052,David Herndon,Republican,TRUE,,,,,,http://www.facebook.com/dherndon4,HerndonForHouse,,,
SC00129,SC,State Legislature - Lower,SC State House District 053,State Representative - District 053,Ted Martin Vick,Democratic,TRUE,,,,,,,,,,
SC00130,SC,State Legislature - Lower,SC State House District 053,State Representative - District 053,Richie Yow,Republican,TRUE,,,,http://www.richieyowforstatehouse.com/,info@richieyowforstatehouse.com,http://www.facebook.com/RichieYowforStateHouse,Yow4House,,,
SC00131,SC,State Legislature - Lower,SC State House District 054,State Representative - District 054,Elizabeth R. Munnerlyn,Democratic,TRUE,,,,,,http://www.facebook.com/pages/Elizabeth-R-Munnerlyn-for-SC-House/272909756391,,,,
SC00132,SC,State Legislature - Lower,SC State House District 055,State Representative - District 055,Jackie Hayes,Democratic,TRUE,,,,,,,,,,
SC00133,SC,State Legislature - Lower,SC State House District 057,State Representative - District 057,J. Wayne George,Democratic,TRUE,,,,,,,,,,
SC00134,SC,State Legislature - Lower,SC State House District 057,State Representative - District 057,Eric Fry,Republican,TRUE,,,,http://votefry.com/,,http://www.facebook.com/FryForScHouse,,,,
SC00135,SC,State Legislature - Lower,SC State House District 058,State Representative - District 058,Liston D. Barfield,Republican,TRUE,,,,,,,,,,
SC00136,SC,State Legislature - Lower,SC State House District 059,State Representative - District 059,Terry Alexander,Democratic,TRUE,,,,http://terryalexandersc.com/,,http://www.facebook.com/District59,RepTAlexander,,,
SC00137,SC,State Legislature - Lower,SC State House District 060,State Representative - District 060,Phillip Lowe,Republican,TRUE,,,,,,http://www.facebook.com/loweforsc,PhillipLowe,,,
SC00138,SC,State Legislature - Lower,SC State House District 061,State Representative - District 061,Lester Branham,Democratic,TRUE,,,,,,,,,,
SC00139,SC,State Legislature - Lower,SC State House District 062,State Representative - District 062,Robert Williams,Democratic,TRUE,,,,,,,,,,
SC00140,SC,State Legislature - Lower,SC State House District 062,State Representative - District 062,Ronald Reese Page,Republican,TRUE,,,,,,http://www.facebook.com/RonaldReesePageForHouse,,,,
SC00141,SC,State Legislature - Lower,SC State House District 063,State Representative - District 063,Austin Smith,Democratic,TRUE,,,,http://www.austinforhouse.byethost3.com/,,,,,,
SC00142,SC,State Legislature - Lower,SC State House District 063,State Representative - District 063,Kris Crawford,Republican,TRUE,,,,http://crawfordforhouse.com/index.htm,,http://www.facebook.com/kriscrawfordforsc,,,,
SC00143,SC,State Legislature - Lower,SC State House District 064,State Representative - District 064,Robert L Ridgeway III,Petition,TRUE,,,,,,,,,,
SC00144,SC,State Legislature - Lower,SC State House District 065,State Representative - District 065,Jay Lucas,Republican,TRUE,,,,http://www.gildacobb-hunter.com/index.asp,,,,,,
SC00145,SC,State Legislature - Lower,SC State House District 066,State Representative - District 066,Gilda Cobb-Hunter,Democratic,TRUE,,,,,,,,,,
SC00146,SC,State Legislature - Lower,SC State House District 067,State Representative - District 067,Murrell Smith,Republican,TRUE,,,,http://murrellsmith.com/,,http://www.facebook.com/murrell.smith,murrellsmith,,,
SC00147,SC,State Legislature - Lower,SC State House District 068,State Representative - District 068,Heather Ammons Crawford,Republican,TRUE,,,,http://heatherforhouse.com/,,http://www.facebook.com/HeatherForHouse,HeatherForHouse,,,
SC00148,SC,State Legislature - Lower,SC State House District 069,State Representative - District 069,Robert Bob Vanlue,Democratic,TRUE,,,,,,,,,,
SC00149,SC,State Legislature - Lower,SC State House District 069,State Representative - District 069,Rick Quinn,Republican,TRUE,,,,http://www.rickquinn.com/,,http://www.facebook.com/RickQuinnSC,RickQuinnSC,,,
SC00150,SC,State Legislature - Lower,SC State House District 070,State Representative - District 070,Joe Neal,Democratic,TRUE,,,,,,,,,,
SC00151,SC,State Legislature - Lower,SC State House District 071,State Representative - District 071,Nathan Ballentine,Republican,TRUE,,,,http://nathansnews.com/,,http://www.facebook.com/nathan.ballentine,nathanballentin,,,
SC00152,SC,State Legislature - Lower,SC State House District 072,State Representative - District 072,James Smith,Democratic,TRUE,,,,http://www.jamessmith.com/,,http://www.facebook.com/RepJamesSmith,repjamessmith,,,
SC00153,SC,State Legislature - Lower,SC State House District 073,State Representative - District 073,Chris Hart,Democratic,TRUE,,,,,,,,,,
SC00154,SC,State Legislature - Lower,SC State House District 074,State Representative - District 074,J. Todd Rutherford,Democratic,TRUE,,,,,,,,,,
SC00155,SC,State Legislature - Lower,SC State House District 075,State Representative - District 075,Kirkman Finlay III,Republican,TRUE,,,,http://www.kirkmanfinlay.com/,,http://www.facebook.com/KirkmanFinlay,,,,
SC00156,SC,State Legislature - Lower,SC State House District 075,State Representative - District 075,Joe McCulloch,Democratic,TRUE,,,,http://joein2012.com/,,https://www.facebook.com/joein2012,joemcin2012,,,
SC00157,SC,State Legislature - Lower,SC State House District 076,State Representative - District 076,Leon Howard,Democratic,TRUE,,,,,,,,,,
SC00158,SC,State Legislature - Lower,SC State House District 076,State Representative - District 076,Chuck Hill,Republican,TRUE,,,,http://www.votechuckhill.com/,,http://www.facebook.com/votechuck,Chuck4SC,,,
SC00159,SC,State Legislature - Lower,SC State House District 077,State Representative - District 077,Joe McEachern,Democratic,TRUE,,,,,,,,,,
SC00160,SC,State Legislature - Lower,SC State House District 078,State Representative - District 078,Beth Bernstein,Democratic,TRUE,,,,http://beth4house.com/,,http://www.facebook.com/beth4house?skip_nax_wizard=true,beth4house,,,
SC00161,SC,State Legislature - Lower,SC State House District 078,State Representative - District 078,Joan Brady,Republican,TRUE,,,,,,http://www.facebook.com/BradyForTheHouse,JoanBBrady,,,
